Name,Marke,Kategorie,Menge_Std,Einheit_Std,Preis,kcal_100,Prot_100,Fett_100,Carb_100,Fiber_100,Vit_A,Vit_D,Vit_E,Vit_K,Vit_C,B1,B2,B3,B5,B6,B7,B9,B12,Calcium,Magnesium,Kalium,Natrium,Chlorid,Phosphor,Schwefel,Eisen,Zink,Jod,Selen,Kupfer,Mangan,Fluorid,Chrom,Molybdän,Polyphenole,Carotinoide,Sulfide,Glucosinolate
Bio Suppennudeln,Spar Natur Pur,Allgemein,100.0,kg,1.99,357.0,13.0,2.6,68.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
